timestamp,open,high,low,close,volume
2025-12-21 21:00:00,88195.7,88247.8,88135.9,88221.2,179.475
2025-12-21 21:15:00,88221.2,88338.2,88221.2,88299.6,215.339
2025-12-21 21:30:00,88299.7,88330.0,88171.2,88188.8,172.256
2025-12-21 21:45:00,88188.8,88205.4,88047.4,88121.6,422.609
2025-12-21 22:00:00,88121.6,88337.6,88074.3,88334.2,291.173
2025-12-21 22:15:00,88334.1,88431.0,88201.5,88318.6,399.78
2025-12-21 22:30:00,88318.6,88410.9,88253.1,88343.1,299.197
2025-12-21 22:45:00,88343.1,88459.0,88325.9,88440.2,267.325
2025-12-21 23:00:00,88440.3,88786.9,88435.8,88478.7,1646.959
2025-12-21 23:15:00,88478.6,88611.3,88398.2,88406.1,592.58
2025-12-21 23:30:00,88406.2,88531.6,88325.0,88438.8,454.531
2025-12-21 23:45:00,88438.9,88622.5,88438.8,88621.3,384.346
2025-12-22 00:00:00,88621.3,89450.0,88621.2,89450.0,4594.232
2025-12-22 00:15:00,89450.0,89600.0,88740.1,88973.1,4772.861
2025-12-22 00:30:00,88973.0,89279.9,88790.1,89096.0,1478.974
2025-12-22 00:45:00,89095.9,89207.4,88521.7,88581.7,1983.577
2025-12-22 01:00:00,88581.7,88994.7,88458.2,88939.8,2478.602
2025-12-22 01:15:00,88939.7,89100.1,88894.8,88964.4,806.059
2025-12-22 01:30:00,88964.5,89250.0,88964.5,89040.6,960.356
2025-12-22 01:45:00,89040.5,89109.4,88504.9,88580.1,1860.549
2025-12-22 02:00:00,88580.2,88618.1,87845.0,88139.9,5862.452
2025-12-22 02:15:00,88140.0,88400.0,88043.0,88288.2,1749.575
2025-12-22 02:30:00,88288.2,88508.5,88241.8,88340.8,1125.448
2025-12-22 02:45:00,88340.9,88504.4,88340.8,88417.1,603.154
2025-12-22 03:00:00,88417.1,88610.3,88230.1,88536.6,1238.896
2025-12-22 03:15:00,88536.7,88826.1,88527.1,88732.8,1235.951
2025-12-22 03:30:00,88732.7,88793.6,88567.6,88668.8,805.475
2025-12-22 03:45:00,88668.8,88781.9,88632.9,88727.5,440.644
2025-12-22 04:00:00,88727.4,88790.9,88665.3,88738.6,368.419
2025-12-22 04:15:00,88738.6,88985.6,88738.5,88906.1,1059.886
2025-12-22 04:30:00,88906.1,88983.5,88757.1,88950.0,737.531
2025-12-22 04:45:00,88950.0,88996.3,88807.7,88863.5,700.179
2025-12-22 05:00:00,88863.4,88961.7,88779.9,88784.2,523.729
2025-12-22 05:15:00,88784.3,88855.9,88712.1,88760.1,459.374
2025-12-22 05:30:00,88760.0,88966.0,88736.3,88875.6,400.935
2025-12-22 05:45:00,88875.0,88965.9,88756.5,88790.7,434.803
2025-12-22 06:00:00,88790.6,88831.3,88688.6,88710.0,460.435
2025-12-22 06:15:00,88710.0,88871.4,88705.7,88800.8,594.852
2025-12-22 06:30:00,88800.9,88979.4,88793.4,88929.8,434.484
2025-12-22 06:45:00,88929.9,88948.3,88844.8,88867.3,401.416
2025-12-22 07:00:00,88867.3,89160.0,88845.0,89109.0,979.994
2025-12-22 07:15:00,89109.0,89127.3,89014.2,89070.4,500.14
2025-12-22 07:30:00,89070.4,89173.8,89032.2,89106.5,530.743
2025-12-22 07:45:00,89106.5,89146.2,88982.8,89127.7,557.989
2025-12-22 08:00:00,89127.8,89244.4,89050.1,89159.0,1028.302
2025-12-22 08:15:00,89159.0,89873.0,89149.9,89786.6,5470.148
2025-12-22 08:30:00,89786.6,89887.9,89540.0,89706.9,2527.174
2025-12-22 08:45:00,89706.9,89739.9,89177.0,89297.6,2651.099
2025-12-22 09:00:00,89297.6,89500.0,89253.2,89297.8,1127.247
2025-12-22 09:15:00,89297.9,89605.8,89270.4,89550.1,906.333
2025-12-22 09:30:00,89550.1,89689.6,89442.6,89557.8,985.24
2025-12-22 09:45:00,89557.7,89798.0,89526.7,89785.3,922.801
2025-12-22 10:00:00,89785.3,89837.4,89561.3,89645.3,1032.106
2025-12-22 10:15:00,89645.3,89798.5,89627.2,89656.4,1474.312
2025-12-22 10:30:00,89656.3,89822.6,89656.3,89785.9,672.491
2025-12-22 10:45:00,89786.0,89818.2,89739.0,89742.0,581.3
2025-12-22 11:00:00,89742.0,89850.0,89639.4,89745.6,929.258
2025-12-22 11:15:00,89745.7,89875.7,89607.7,89803.9,899.546
2025-12-22 11:30:00,89803.9,90050.0,89740.8,89827.8,3188.384
2025-12-22 11:45:00,89827.8,90085.0,89816.4,89905.2,1519.133
2025-12-22 12:00:00,89905.2,90070.0,89811.6,90039.4,1393.311
2025-12-22 12:15:00,90039.4,90286.7,90039.4,90268.4,2428.866
2025-12-22 12:30:00,90268.4,90599.0,90016.1,90118.0,4183.126
2025-12-22 12:45:00,90118.1,90265.0,90035.9,90171.2,1108.741
2025-12-22 13:00:00,90171.2,90286.8,90048.7,90123.3,1027.066
2025-12-22 13:15:00,90123.3,90138.9,89934.3,90086.3,1588.224
2025-12-22 13:30:00,90086.4,90086.4,89685.0,89727.3,2171.348
2025-12-22 13:45:00,89727.4,89946.3,89727.3,89882.6,1275.659
2025-12-22 14:00:00,89882.6,90100.0,89865.6,89940.5,1242.127
2025-12-22 14:15:00,89940.4,90147.0,89911.0,89924.3,1136.306
2025-12-22 14:30:00,89924.3,90166.0,89381.3,89783.5,6266.188
2025-12-22 14:45:00,89783.4,90259.6,89680.4,90088.4,4158.917
2025-12-22 15:00:00,90088.4,90451.9,89560.0,89560.0,4996.655
2025-12-22 15:15:00,89560.1,89810.8,89109.1,89564.0,4335.315
2025-12-22 15:30:00,89564.0,89629.0,89151.9,89370.8,2964.694
2025-12-22 15:45:00,89370.8,89886.1,89225.7,89688.5,2776.904
2025-12-22 16:00:00,89688.6,89926.8,89606.5,89776.5,2006.005
2025-12-22 16:15:00,89776.6,90088.0,89776.5,90034.9,1288.233
2025-12-22 16:30:00,90034.9,90035.0,89472.6,89557.6,2274.445
2025-12-22 16:45:00,89557.3,89735.6,89506.7,89508.4,647.974
2025-12-22 17:00:00,89508.5,89545.2,89044.9,89248.1,2646.374
2025-12-22 17:15:00,89248.1,89350.0,89050.0,89302.9,1506.274
2025-12-22 17:30:00,89302.9,89487.5,89210.0,89273.2,1236.284
2025-12-22 17:45:00,89273.3,89369.9,89161.1,89271.0,721.953
2025-12-22 18:00:00,89271.0,89462.1,89201.7,89340.3,961.394
2025-12-22 18:15:00,89340.2,89488.8,89212.6,89434.1,732.763
2025-12-22 18:30:00,89434.1,89477.5,89276.5,89372.9,455.039
2025-12-22 18:45:00,89373.0,89448.7,89102.0,89104.8,704.847
2025-12-22 19:00:00,89104.9,89109.7,88613.8,88669.0,3875.492
2025-12-22 19:15:00,88669.1,88839.8,88471.4,88492.2,1730.218
2025-12-22 19:30:00,88492.2,88590.0,88258.5,88303.0,2462.75
2025-12-22 19:45:00,88303.0,88329.0,87906.7,88011.1,2900.688
2025-12-22 20:00:00,88011.0,88239.4,87913.0,88114.2,2917.317
2025-12-22 20:15:00,88114.3,88145.8,87872.6,88035.2,1610.409
2025-12-22 20:30:00,88035.2,88300.0,88007.1,88299.9,1474.584
2025-12-22 20:45:00,88300.0,88445.9,88100.0,88305.9,2129.444
2025-12-22 21:00:00,88305.3,88466.0,88270.8,88297.9,867.508
2025-12-22 21:15:00,88297.9,88409.3,88277.8,88399.2,458.584
2025-12-22 21:30:00,88399.1,88574.2,88392.2,88509.8,876.186
2025-12-22 21:45:00,88509.7,88512.5,88186.6,88232.1,724.634
2025-12-22 22:00:00,88232.0,88349.4,88100.0,88251.2,720.933
2025-12-22 22:15:00,88251.3,88397.1,88233.6,88395.2,509.238
2025-12-22 22:30:00,88395.2,88425.7,88261.3,88330.3,559.179
2025-12-22 22:45:00,88330.3,88805.9,88330.3,88616.1,2083.977
2025-12-22 23:00:00,88616.0,88679.0,88453.5,88596.3,1386.524
2025-12-22 23:15:00,88596.3,88639.7,88500.0,88614.2,866.765
2025-12-22 23:30:00,88614.1,88617.8,88409.2,88461.3,636.409
2025-12-22 23:45:00,88461.4,88612.5,88388.0,88581.5,611.01
2025-12-23 00:00:00,88581.5,88581.5,88461.2,88517.4,535.895
2025-12-23 00:15:00,88517.4,88676.6,88501.9,88591.2,857.056
2025-12-23 00:30:00,88591.1,88904.9,88536.6,88703.7,1522.183
2025-12-23 00:45:00,88703.7,88817.3,88637.9,88731.5,686.29
2025-12-23 01:00:00,88731.6,88855.4,88580.4,88580.4,863.31
2025-12-23 01:15:00,88580.4,88650.0,88533.2,88548.8,538.521
2025-12-23 01:30:00,88548.8,88619.0,88379.0,88453.4,725.545
2025-12-23 01:45:00,88453.3,88514.7,88420.0,88470.9,550.167
2025-12-23 02:00:00,88470.9,88611.6,88250.0,88528.2,1291.32
2025-12-23 02:15:00,88528.2,88722.0,88523.1,88671.8,796.751
2025-12-23 02:30:00,88671.7,88712.4,88227.9,88228.9,1295.598
2025-12-23 02:45:00,88229.0,88284.7,88070.0,88167.8,1220.609
2025-12-23 03:00:00,88167.7,88186.2,87738.3,88093.1,3242.462
2025-12-23 03:15:00,88093.0,88244.6,88029.4,88185.9,1066.935
